ID,graduateTerm,reportedPost,reportedIntern,offerType,Offer_Status,totalOnCamputRecruit,totalInformationSession,totalConsutlingSession,jobType
296,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
296,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
297,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,36,0,4,INTERN
297,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,36,0,4,POSTG
298,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
300,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
300,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
300,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
302,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
304,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,4,POSTG
306,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
306,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,2,POSTG
307,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
308,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,0,POSTG
314,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
315,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
318,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,3,POSTG
321,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
322,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,2,POSTG
323,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,36,0,2,POSTG
325,SPRING,Multiple Job Intentions,Unreported,SEEKING_JOB,FALSE,0,0,5,POSTG
325,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,5,POSTG
326,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
328,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
332,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,0,POSTG
335,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),SEEKING_EDU,FALSE,0,0,3,POSTG
335,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
341,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
342,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (No Received Offers),JOB,TRUE,0,0,1,POSTG
342,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (No Received Offers),INTERN,FALSE,0,0,1,INTERN
342,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (No Received Offers),JOB,TRUE,0,0,1,POSTG
344,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
344,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
344,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
344,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
344,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
346,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,10,0,1,POSTG
350,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
351,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
352,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
353,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,5,POSTG
358,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,2,POSTG
361,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,1,POSTG
361,SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,1,POSTG
363,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,6,0,2,POSTG
364,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
366,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
367,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,4,POSTG
369,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
369,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,1,POSTG
373,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,2,POSTG
373,SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
374,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
376,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
377,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
378,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,9,0,2,POSTG
379,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,3,0,1,POSTG
379,SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,3,0,1,POSTG
383,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,1,POSTG
383,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
385,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,5,0,0,POSTG
390,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
391,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
392,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
392,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
394,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
395,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
396,SPRING,Unreported,Unreported,JOB,TRUE,2,0,0,POSTG
397,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,0,POSTG
398,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
400,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,1,1,POSTG
400,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,1,1,POSTG
404,FALL,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,3,POSTG
406,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,1,POSTG
407,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
407,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
410,SPRING,Own Venture,Unreported,OTHER,FALSE,0,0,1,POSTG
411,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
413,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
416,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
416,SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,4,POSTG
417,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
419,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
419,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
420,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
421,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
422,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
424,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
425,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
426,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
427,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
429,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
430,SPRING,Not Seeking,Seeking Employment (No Received Offers),INTERN,FALSE,1,0,6,INTERN
430,SPRING,Not Seeking,Seeking Employment (No Received Offers),CONTINUE_EDU,FALSE,1,0,6,POSTG
432,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
433,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,8,POSTG
434,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
434,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
435,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,1,0,POSTG
437,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
437,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
437,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
437,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
437,SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
439,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
439,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
439,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
439,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,2,POSTG
441,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
442,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
443,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,0,POSTG
446,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,20,0,0,INTERN
446,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,20,0,0,INTERN
446,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,20,0,0,INTERN
446,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,20,0,0,POSTG
449,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,5,POSTG
450,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
451,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
451,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
451,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,4,POSTG
456,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
456,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
456,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,1,POSTG
457,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
457,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
457,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
458,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,5,0,3,POSTG
458,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,3,INTERN
458,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,5,0,3,INTERN
458,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,5,0,3,POSTG
460,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,4,POSTG
460,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
461,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,1,POSTG
463,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
463,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
463,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
466,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
466,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
469,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
470,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,0,POSTG
471,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,6,POSTG
471,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,6,INTERN
471,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,6,INTERN
471,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,6,INTERN
472,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,1,POSTG
473,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
474,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,0,POSTG
474,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
475,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,5,0,1,POSTG
476,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,6,0,1,POSTG
476,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,1,INTERN
476,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,1,INTERN
477,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,1,POSTG
478,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,6,0,1,POSTG
478,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,6,0,1,POSTG
479,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
479,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
480,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,1,POSTG
481,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,16,0,3,POSTG
481,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,16,0,3,INTERN
482,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
484,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
484,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
484,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
484,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
484,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
485,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,3,POSTG
487,FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
488,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
490,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,2,POSTG
490,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
490,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
491,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,0,POSTG
492,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,1,POSTG
492,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,1,POSTG
495,SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,2,POSTG
495,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
497,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
497,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
498,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
498,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
498,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
498,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
500,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
503,SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
503,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,1,POSTG
503,SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
504,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
504,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
504,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
504,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
506,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,3,POSTG
506,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
508,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,18,0,0,POSTG
508,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,18,0,0,INTERN
509,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,1,0,2,POSTG
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,2,INTERN
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,2,INTERN
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,2,INTERN
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,2,POSTG
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,2,POSTG
514,SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,1,0,2,POSTG
517,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
525,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
527,SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
534,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,0,POSTG
535,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,8,POSTG
535,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,8,POSTG
537,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
537,SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,4,POSTG
538,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
541,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
541,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
542,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
544,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
546,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
548,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,2,POSTG
549,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
549,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
549,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
550,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
550,SPRING,Not Seeking,Seeking Employment (Accepted Offer),OTHER,FALSE,0,0,1,POSTG
555,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,3,POSTG
555,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,3,INTERN
555,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,3,INTERN
556,SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,4,INTERN
556,SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,4,POSTG
559,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
560,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,0,POSTG
561,SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,5,POSTG
564,SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,6,POSTG
565,SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,3,0,1,POSTG
565,SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,3,0,1,POSTG
565,SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,3,0,1,POSTG
565,SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,3,0,1,POSTG
569,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
573,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,0,POSTG
573,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
573,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
574,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,2,POSTG
578,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
578,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
580,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
583,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
583,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
583,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
583,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
586,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
587,FALL,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
588,SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,3,POSTG
591,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
591,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
591,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
591,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
592,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
592,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
592,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
593,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
594,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,1,POSTG
594,SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,1,INTERN
596,SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
597,SUMMER,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,5,POSTG
